,extremes,gsteukgiCd,gsteukgiNm,gunGbnm,iybudaeCdm,iyyjjongryoYm,iyyjsijakYm,jeopsuJrdtm,jeopsuPcnt,jeopsuSjdtm,mojipGbnm,mojipTms,mojipYy,rate,rnum,seonbalPcnt
0,29,43,기관,해군,해군교육사령부,202405,202405,20240227,59,20240220,일반기술/전문기술병,102,2024,2,1,30
1,501,11,일반,해군,해군교육사령부,202405,202405,20240227,601,20240220,일반기술/전문기술병,102,2024,6,2,100
2,32,11.05,조리,해군,해군교육사령부,202405,202405,20240227,62,20240220,일반기술/전문기술병,102,2024,2.1,3,30
3,52,803,동반_군사경찰,해군,해군교육사령부,202405,202405,20240227,62,20240220,동반입대병,102,2024,6.2,4,10
4,28,B11,(2함대)일반,해군,해군교육사령부,202405,202405,20240227,78,20240220,복무지역선택병,102,2024,1.6,5,50
5,-2,B43,(2함대)기관,해군,해군교육사령부,202405,202405,20240227,8,20240220,복무지역선택병,102,2024,0.8,6,10
6,-1,A11.05,(1함대)조리,해군,해군교육사령부,202405,202405,20240227,9,20240220,복무지역선택병,102,2024,0.9,7,10
7,-1,A43,(1함대)기관,해군,해군교육사령부,202405,202405,20240227,9,20240220,복무지역선택병,102,2024,0.9,8,10
8,0,B11.05,(2함대)조리,해군,해군교육사령부,202405,202405,20240227,10,20240220,복무지역선택병,102,2024,1,9,10
9,32,A11,(1함대)일반,해군,해군교육사령부,202405,202405,20240227,82,20240220,복무지역선택병,102,2024,1.6,10,50
10,-13,900101,군사과학기술병,육군,육군훈련소,202406,202406,20240306,7,20240229,전문특기병,18,2024,0.4,11,20
11,0,311334,지식재산관리병,육군,육군훈련소,202406,202406,20240306,1,20240229,전문특기병,19,2024,1,12,1
12,16,471277,기독교군종병,육군,육군훈련소,202408,202407,20240306,60,20240229,전문특기병,20,2024,1.4,13,44
13,6,471278,천주교군종병,육군,육군훈련소,202408,202407,20240306,18,20240229,전문특기병,21,2024,1.5,14,12
14,4,471279,불교군종병,육군,육군훈련소,202408,202407,20240306,16,20240229,전문특기병,22,2024,1.3,15,12
15,22,175104,정보보호병,육군,육군훈련소,202406,202406,20240306,48,20240229,전문특기병,23,2024,1.8,16,26
16,253,321102,특임군사경찰,육군,육군훈련소,202406,202406,20240306,344,20240229,전문특기병,24,2024,3.8,17,91
17,74,A001,동반입대병,육군,12사단,202407,202407,20240403,172,20240327,동반입대병,4,2024,1.8,18,98
18,74,A001,동반입대병,육군,7사단,202407,202407,20240403,166,20240327,동반입대병,4,2024,1.8,19,92
19,72,A001,동반입대병,육군,6사단,202407,202407,20240403,172,20240327,동반입대병,4,2024,1.7,20,100
20,133,A001,동반입대병,육군,5사단,202407,202407,20240403,233,20240327,동반입대병,4,2024,2.3,21,100
21,130,141.101,발칸운용/정비,육군,육군훈련소,202407,202407,20240404,206,20240328,기술행정병,4,2024,2.7,22,76
22,7,171.102,무선전송장비운용/정비,육군,육군훈련소,202407,202407,20240404,124,20240328,기술행정병,4,2024,1.1,23,117
23,169,171.104,이동통신장비운용/정비,육군,육군훈련소,202407,202407,20240404,264,20240328,기술행정병,4,2024,2.8,24,95
24,82,172.101,MW운용/정비,육군,육군훈련소,202407,202407,20240404,103,20240328,기술행정병,4,2024,4.9,25,21
25,21,175.102,전술C4I운용/정비,육군,육군훈련소,202407,202407,20240404,77,20240328,기술행정병,4,2024,1.4,26,56
26,-1,225.101,탄약관리,육군,육군훈련소,202407,202407,20240404,122,20240328,기술행정병,4,2024,1,27,123
27,21,226.101,장비수리부속공구보급,육군,육군훈련소,202407,202407,20240404,34,20240328,기술행정병,4,2024,2.6,28,13
28,643,241.100,수송운용(차량운전),육군,육군훈련소,202407,202407,20240404,2234,20240328,기술행정병,4,2024,1.4,29,1591
29,189,241.100,수송운용(차량운전),육군,28사단,202407,202407,20240404,313,20240328,기술행정병,4,2024,2.5,30,124
30,187,241.100,수송운용(차량운전),육군,5사단,202407,202407,20240404,243,20240328,기술행정병,4,2024,4.3,31,56
31,17,243.101,항만운용,육군,육군훈련소,202407,202407,20240404,21,20240328,기술행정병,4,2024,5.3,32,4
32,48,321.101,군사경찰,육군,육군훈련소,202407,202407,20240404,212,20240328,기술행정병,4,2024,1.3,33,164
33,9,131.107,K-9자주포조종,육군,육군훈련소,202407,202407,20240404,47,20240328,기술행정병,4,2024,1.2,34,38
34,-11,132.102,K239포병,육군,육군훈련소,202407,202407,20240404,23,20240328,기술행정병,4,2024,0.7,35,34
35,0,133.106,포병레이더,육군,육군훈련소,202407,202407,20240404,3,20240328,기술행정병,4,2024,1,36,3
36,58,141.103,비호운용/정비,육군,육군훈련소,202407,202407,20240404,88,20240328,기술행정병,4,2024,2.9,37,30
37,186,141.105,휴대용유도무기운용/정비,육군,육군훈련소,202407,202407,20240404,205,20240328,기술행정병,4,2024,10.8,38,19
38,-4,163.107,공기압축기운용,육군,육군훈련소,202407,202407,20240404,5,20240328,기술행정병,4,2024,0.6,39,9
39,6,172.102,위성운용/정비,육군,육군훈련소,202407,202407,20240404,47,20240328,기술행정병,4,2024,1.1,40,41
40,23,211.103,화생방제독,육군,육군훈련소,202407,202407,20240404,50,20240328,기술행정병,4,2024,1.9,41,27
41,7,221.102,로켓무기정비,육군,육군훈련소,202407,202407,20240404,9,20240328,기술행정병,4,2024,4.5,42,2
42,0,222.102,화포정비,육군,육군훈련소,202407,202407,20240404,2,20240328,기술행정병,4,2024,1,43,2
43,298,241.100,수송운용(차량운전),육군,55사단,202407,202407,20240404,327,20240328,기술행정병,4,2024,11.3,44,29
44,20,241.107,차량부대정비,육군,육군훈련소,202407,202407,20240404,48,20240328,기술행정병,4,2024,1.7,45,28
45,-2,M161.104,야전건설(중졸),육군,육군훈련소,202407,202407,20240404,0,20240328,기술행정병,4,2024,0,46,2
46,-4,M241.104,견인차량운전(중졸),육군,육군훈련소,202407,202407,20240404,0,20240328,기술행정병,4,2024,0,47,4
47,-15,M241.107,차량부대정비(중졸),육군,육군훈련소,202407,202407,20240404,0,20240328,기술행정병,4,2024,0,48,15
48,-1,M243.102,선박운용(중졸),육군,육군훈련소,202407,202407,20240404,0,20240328,기술행정병,4,2024,0,49,1
49,34,412.105,전문약제,육군,육군훈련소,202407,202407,20240404,41,20240328,기술행정병,4,2024,5.9,50,7
50,-6,132.103,M/A포병,육군,육군훈련소,202407,202407,20240404,4,20240328,기술행정병,4,2024,0.4,51,10
51,30,162.102,소방장비,육군,육군훈련소,202407,202407,20240404,40,20240328,기술행정병,4,2024,4,52,10
52,15,163.114,발전기운용/정비,육군,육군훈련소,202407,202407,20240404,19,20240328,기술행정병,4,2024,4.8,53,4
53,35,231.102,영현등록,육군,육군훈련소,202407,202407,20240404,41,20240328,기술행정병,4,2024,6.8,54,6
54,5,241.108,K-53계열차량운전,육군,육군훈련소,202407,202407,20240404,10,20240328,기술행정병,4,2024,2,55,5
55,0,M224.104,용접/기계공작(중졸),육군,육군훈련소,202407,202407,20240404,1,20240328,기술행정병,4,2024,1,56,1
56,23,412.101,전문간호,육군,육군훈련소,202407,202407,20240404,26,20240328,기술행정병,4,2024,8.7,57,3
57,6,412.104,전문방사선촬영,육군,육군훈련소,202407,202407,20240404,8,20240328,기술행정병,4,2024,4,58,2
58,-89,133.103,사격지휘,육군,육군훈련소,202407,202407,20240404,36,20240328,기술행정병,4,2024,0.3,59,125
59,11,153.101,감시장비운용,육군,육군훈련소,202407,202407,20240404,212,20240328,기술행정병,4,2024,1.1,60,201
60,13,163.108,크레인운용,육군,육군훈련소,202407,202407,20240404,25,20240328,기술행정병,4,2024,2.1,61,12
61,59,163.113,굴착기운용,육군,육군훈련소,202407,202407,20240404,67,20240328,기술행정병,4,2024,8.4,62,8
62,52,211.102,연막,육군,육군훈련소,202407,202407,20240404,78,20240328,기술행정병,4,2024,3,63,26
63,10,222.101,총기정비,육군,육군훈련소,202407,202407,20240404,16,20240328,기술행정병,4,2024,2.7,64,6
64,39,224.104,용접/기계공작,육군,육군훈련소,202407,202407,20240404,40,20240328,기술행정병,4,2024,40,65,1
65,59,241.100,수송운용(차량운전),육군,6사단,202407,202407,20240404,115,20240328,기술행정병,4,2024,2.1,66,56
66,286,241.100,수송운용(차량운전),육군,51사단,202407,202407,20240404,317,20240328,기술행정병,4,2024,10.2,67,31
67,88,242.101,전장이동통제,육군,육군훈련소,202407,202407,20240404,102,20240328,기술행정병,4,2024,7.3,68,14
68,1044,411.101,일반의무,육군,육군훈련소,202407,202407,20240404,1229,20240328,기술행정병,4,2024,6.6,69,185
69,7,412.102,전문치과,육군,육군훈련소,202407,202407,20240404,8,20240328,기술행정병,4,2024,8,70,1
70,37,141.107,천호운용/정비,육군,육군훈련소,202407,202407,20240404,46,20240328,기술행정병,4,2024,5.1,71,9
71,47,162.104,전기설비,육군,육군훈련소,202407,202407,20240404,48,20240328,기술행정병,4,2024,48,72,1
72,26,211.101,화생방,육군,육군훈련소,202407,202407,20240404,31,20240328,기술행정병,4,2024,6.2,73,5
73,13,223.103,무선장비정비,육군,육군훈련소,202407,202407,20240404,21,20240328,기술행정병,4,2024,2.6,74,8
74,8,411.103,수의,육군,육군훈련소,202407,202407,20240404,37,20240328,기술행정병,4,2024,1.3,75,29
75,23,152.101,신호정보/전자전운용,육군,육군훈련소,202407,202407,20240404,31,20240328,기술행정병,4,2024,3.9,76,8
76,51,123.101,장갑차조종,육군,육군훈련소,202407,202407,20240404,92,20240328,기술행정병,4,2024,2.2,77,41
77,159,143.101,방공레이더운용/정비,육군,육군훈련소,202407,202407,20240404,176,20240328,기술행정병,4,2024,10.4,78,17
78,62,151.101,군사정보,육군,육군훈련소,202407,202407,20240404,89,20240328,기술행정병,4,2024,3.3,79,27
79,4,163.104,도하장비조종,육군,육군훈련소,202407,202407,20240404,11,20240328,기술행정병,4,2024,1.6,80,7
80,6,171.107,교환시설운용/정비,육군,육군훈련소,202407,202407,20240404,11,20240328,기술행정병,4,2024,2.2,81,5
81,-8,174.101,레이다운용/정비,육군,육군훈련소,202407,202407,20240404,34,20240328,기술행정병,4,2024,0.8,82,42
82,25,175.103,정보체계운용/정비,육군,육군훈련소,202407,202407,20240404,50,20240328,기술행정병,4,2024,2,83,25
83,35,181.101,항공운항/관제,육군,육군훈련소,202407,202407,20240404,48,20240328,기술행정병,4,2024,3.7,84,13
84,9,241.104,견인차량운전,육군,육군훈련소,202407,202407,20240404,58,20240328,기술행정병,4,2024,1.2,85,49
85,8,241.106,차륜형장갑차운전,육군,육군훈련소,202407,202407,20240404,25,20240328,기술행정병,4,2024,1.5,86,17
86,-1,M162.104,전기설비(중졸),육군,육군훈련소,202407,202407,20240404,0,20240328,기술행정병,4,2024,0,87,1
87,-1,M241.105,지게차운전(중졸),육군,육군훈련소,202407,202407,20240404,0,20240328,기술행정병,4,2024,0,88,1
88,-1,M241.109,구난차량운전(중졸),육군,육군훈련소,202407,202407,20240404,0,20240328,기술행정병,4,2024,0,89,1
89,3,412.103,전문임상병리,육군,육군훈련소,202407,202407,20240404,4,20240328,기술행정병,4,2024,4,90,1
90,6,131.104,K-55자주포조종,육군,육군훈련소,202407,202407,20240404,48,20240328,기술행정병,4,2024,1.1,91,42
91,1,131.106,K-55자주포정비,육군,육군훈련소,202407,202407,20240404,6,20240328,기술행정병,4,2024,1.2,92,5
92,119,171.101,전술통신장비운용/정비,육군,육군훈련소,202407,202407,20240404,477,20240328,기술행정병,4,2024,1.3,93,358
93,6,224.106,화생방장비정비,육군,육군훈련소,202407,202407,20240404,9,20240328,기술행정병,4,2024,3,94,3
94,45,231.101,편성보급,육군,육군훈련소,202407,202407,20240404,84,20240328,기술행정병,4,2024,2.2,95,39
95,116,231.107,조리,육군,육군훈련소,202407,202407,20240404,364,20240328,기술행정병,4,2024,1.5,96,248
96,96,241.100,수송운용(차량운전),육군,3사단,202407,202407,20240404,222,20240328,기술행정병,4,2024,1.8,97,126
97,7,241.109,구난차량운전,육군,육군훈련소,202407,202407,20240404,20,20240328,기술행정병,4,2024,1.5,98,13
98,-1,M163.113,굴착기운용(중졸),육군,육군훈련소,202407,202407,20240404,0,20240328,기술행정병,4,2024,0,99,1
99,-8,M231.107,조리(중졸),육군,육군훈련소,202407,202407,20240404,0,20240328,기술행정병,4,2024,0,100,8
100,-25,M241.100,수송운용(중졸),육군,육군훈련소,202407,202407,20240404,0,20240328,기술행정병,4,2024,0,101,25
101,9,412.106,전문물리치료,육군,육군훈련소,202407,202407,20240404,12,20240328,기술행정병,4,2024,4,102,3
102,-9,152.103,땅굴탐지,육군,육군훈련소,202407,202407,20240404,9,20240328,기술행정병,4,2024,0.5,103,18
103,41,161.104,야전건설,육군,육군훈련소,202407,202407,20240404,50,20240328,기술행정병,4,2024,5.6,104,9
104,14,162.103,배관/기계설비,육군,육군훈련소,202407,202407,20240404,15,20240328,기술행정병,4,2024,15,105,1
105,6,163.105,정수장비운용,육군,육군훈련소,202407,202407,20240404,16,20240328,기술행정병,4,2024,1.6,106,10
106,1,163.115,공병장비부대정비,육군,육군훈련소,202407,202407,20240404,3,20240328,기술행정병,4,2024,1.5,107,2
107,24,175.101,네트워크운용/정비,육군,육군훈련소,202407,202407,20240404,62,20240328,기술행정병,4,2024,1.6,108,38
108,33,224.101,차량정비,육군,육군훈련소,202407,202407,20240404,34,20240328,기술행정병,4,2024,34,109,1
109,37,231.103,지원보급,육군,육군훈련소,202407,202407,20240404,52,20240328,기술행정병,4,2024,3.5,110,15
110,52,241.105,지게차운전,육군,육군훈련소,202407,202407,20240404,65,20240328,기술행정병,4,2024,5,111,13
111,6,243.102,선박운용,육군,육군훈련소,202407,202407,20240404,8,20240328,기술행정병,4,2024,4,112,2
112,5,11.05,조리,해군,해군교육사령부,202405,202405,20240409,25,20240405,일반기술/전문기술병,202,2024,1.3,113,20
113,1,43,기관,해군,해군교육사령부,202405,202405,20240409,21,20240405,일반기술/전문기술병,202,2024,1.1,114,20
114,81,11,일반,해군,해군교육사령부,202405,202405,20240409,91,20240405,일반기술/전문기술병,202,2024,9.1,115,10
115,1,A43,(1함대)기관,해군,해군교육사령부,202405,202405,20240409,3,20240405,복무지역선택병,202,2024,1.5,116,2
116,-4,A11.05,(1함대)조리,해군,해군교육사령부,202405,202405,20240409,6,20240405,복무지역선택병,202,2024,0.6,117,10
117,-1,B43,(2함대)기관,해군,해군교육사령부,202405,202405,20240409,3,20240405,복무지역선택병,202,2024,0.8,118,4
118,-9,B11.05,(2함대)조리,해군,해군교육사령부,202405,202405,20240409,8,20240405,복무지역선택병,202,2024,0.5,119,17
119,36,A11,(1함대)일반,해군,해군교육사령부,202405,202405,20240409,86,20240405,복무지역선택병,202,2024,1.7,120,50
120,23,B11,(2함대)일반,해군,해군교육사령부,202405,202405,20240409,93,20240405,복무지역선택병,202,2024,1.3,121,70
121,-11,471279,불교군종병,육군,육군훈련소,202410,202409,20240605,0,20240530,전문특기병,60,2024,0,122,11
122,-8,E00001,국군체육특기병,육군,육군훈련소,202411,202411,20240604,0,20240531,전문특기병,61,2024,0,123,8
123,-76,141.101,발칸운용/정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,124,76
124,-18,152.103,땅굴탐지,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,125,18
125,-199,153.101,감시장비운용,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,126,199
126,-1,162.104,전기설비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,127,1
127,-2,222.104,감시장비정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,128,2
128,-8,243.101,항만운용,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,129,8
129,-4,M161.104,야전건설(중졸),육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,130,4
130,-1,M163.113,굴착기운용(중졸),육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,131,1
131,-70,133.103,사격지휘,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,132,70
132,-1,163.115,공병장비부대정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,133,1
133,-87,171.102,무선전송장비운용/정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,134,87
134,-41,174.101,레이다운용/정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,135,41
135,-27,175.103,정보체계운용/정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,136,27
136,-3,224.106,화생방장비정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,137,3
137,-43,241.106,차륜형장갑차운전,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,138,43
138,-15,411.108,의무보급,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,139,15
139,-7,M231.107,조리(중졸),육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,140,7
140,-1,M241.109,구난차량운전(중졸),육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,141,1
141,-1,412.103,전문임상병리,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,142,1
142,-9,151.101,군사정보,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,143,9
143,-9,163.112,로더운전,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,144,9
144,-56,241.100,수송운용(차량운전),육군,5사단,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,145,56
145,-56,241.100,수송운용(차량운전),육군,6사단,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,146,56
146,-5,131.106,K-55자주포정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,147,5
147,-10,163.102,다목적굴착기운전,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,148,10
148,-71,182.104,기동헬기운용,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,149,71
149,-2,211.101,화생방,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,150,2
150,-97,225.101,탄약관리,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,151,97
151,-13,241.113,크레인차량운전,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,152,13
152,-4,243.102,선박운용,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,153,4
153,-82,321.101,군사경찰,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,154,82
154,-9,141.107,천호운용/정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,155,9
155,-8,152.101,신호정보/전자전운용,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,156,8
156,-12,123.102,장갑차부대정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,157,12
157,-40,131.107,K-9자주포조종,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,158,40
158,-40,141.103,비호운용/정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,159,40
159,-4,163.101,장갑전투도저운전,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,160,4
160,-176,171.101,전술통신장비운용/정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,161,176
161,-46,171.104,이동통신장비운용/정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,162,46
162,-27,211.102,연막,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,163,27
163,-62,211.103,화생방제독,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,164,62
164,-7,222.103,광학기재정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,165,7
165,-223,231.107,조리,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,166,223
166,-1400,241.100,수송운용(차량운전),육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,167,1400
167,-28,241.100,수송운용(차량운전),육군,55사단,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,168,28
168,-40,241.107,차량부대정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,169,40
169,-20,123.101,장갑차조종,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,170,20
170,-34,132.102,K239포병,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,171,34
171,-25,141.106,천마운용/정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,172,25
172,-6,163.104,도하장비조종,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,173,6
173,-5,171.107,교환시설운용/정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,174,5
174,-20,172.102,위성운용/정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,175,20
175,-31,241.100,수송운용(차량운전),육군,51사단,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,176,31
176,-25,241.104,견인차량운전,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,177,25
177,-26,242.101,전장이동통제,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,178,26
178,-199,411.101,일반의무,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,179,199
179,-3,412.106,전문물리치료,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,180,3
180,-25,122.101,K계열전차부대정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,181,25
181,-79,123.103,K-21보병전투차량승무,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,182,79
182,-42,131.104,K-55자주포조종,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,183,42
183,-6,163.113,굴착기운용,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,184,6
184,-2,163.114,발전기운용/정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,185,2
185,-8,172.101,MW운용/정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,186,8
186,-3,224.101,차량정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,187,3
187,-5,224.102,공병장비정비,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,188,5
188,-13,226.101,장비수리부속공구보급,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,189,13
189,-44,231.101,편성보급,육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,190,44
190,-56,241.100,수송운용(차량운전),육군,3사단,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,191,56
191,-1,M162.104,전기설비(중졸),육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,192,1
192,-2,M241.104,견인차량운전(중졸),육군,육군훈련소,202409,202409,20240604,0,20240528,기술행정병,6,2024,0,193,2
