,extremes,gsteukgiCd,gsteukgiNm,gunGbnm,iybudaeCdm,iyyjjongryoYm,iyyjsijakYm,jeopsuJrdtm,jeopsuPcnt,jeopsuSjdtm,mojipGbnm,mojipTms,mojipYy,rate,rnum,seonbalPcnt
576,-7,M231.107,조리(중졸),육군,육군훈련소,202408,202408,20240508,1,20240430,기술행정병,5,2024,0.1,577,8
577,8,412.102,전문치과,육군,육군훈련소,202408,202408,20240508,9,20240430,기술행정병,5,2024,9,578,1
578,-39,123.103,K-21보병전투차량승무,육군,육군훈련소,202408,202408,20240508,19,20240430,기술행정병,5,2024,0.3,579,58
579,89,17.04,수색,해병,해병대교육훈련단,202406,202406,20240306,99,20240228,일반기술/전문기술병,3,2024,9.9,580,10
580,-19,19.03,공병,해병,해병대교육훈련단,202406,202406,20240306,35,20240228,일반기술/전문기술병,3,2024,0.6,581,54
581,0,23.01,무기정비,해병,해병대교육훈련단,202406,202406,20240306,32,20240228,일반기술/전문기술병,3,2024,1,582,32
582,87,17.01,일반,해병,해병대교육훈련단,202406,202406,20240306,896,20240228,일반기술/전문기술병,3,2024,1.1,583,809
583,11,32.01,수송,해병,해병대교육훈련단,202406,202406,20240306,206,20240228,일반기술/전문기술병,3,2024,1.1,584,195
584,0,17.05,화학,해병,해병대교육훈련단,202406,202406,20240306,19,20240228,일반기술/전문기술병,3,2024,1,585,19
585,58,80,동반입대병,해병,해병대교육훈련단,202406,202406,20240306,164,20240228,동반입대병,3,2024,1.5,586,106
586,-3,D001,직계가족복무부대지원입대병,해병,해병대교육훈련단,202406,202406,20240306,17,20240228,직계가족병,3,2024,0.9,587,20
587,11,66,군악병,해병,해병대교육훈련단,202406,202406,20240306,16,20240228,군악병,3,2024,3.2,588,5
588,62,A001,동반입대병,육군,6사단,202406,202406,20240305,414,20240227,동반입대병,3,2024,1.2,589,352
589,34,A001,동반입대병,육군,12사단,202406,202406,20240305,120,20240227,동반입대병,3,2024,1.4,590,86
590,32,A001,동반입대병,육군,21사단,202406,202406,20240305,122,20240227,동반입대병,3,2024,1.4,591,90
591,92,A001,동반입대병,육군,36사단,202406,202406,20240305,144,20240227,동반입대병,3,2024,2.8,592,52
592,40,A001,동반입대병,육군,15사단,202406,202406,20240305,136,20240227,동반입대병,3,2024,1.4,593,96
593,32,A001,동반입대병,육군,7사단,202406,202406,20240305,124,20240227,동반입대병,3,2024,1.3,594,92
594,110,A001,동반입대병,육군,28사단,202406,202406,20240305,250,20240227,동반입대병,3,2024,1.8,595,140
595,254,A001,동반입대병,육군,51사단,202406,202406,20240305,334,20240227,동반입대병,3,2024,4.2,596,80
596,58,A001,동반입대병,육군,3사단,202406,202406,20240305,314,20240227,동반입대병,3,2024,1.2,597,256
597,122,A001,동반입대병,육군,5사단,202406,202406,20240305,358,20240227,동반입대병,3,2024,1.5,598,236
598,286,A001,동반입대병,육군,55사단,202406,202406,20240305,366,20240227,동반입대병,3,2024,4.6,599,80
599,0,D001,직계가족복무부대지원입대병,육군,5사단,202406,202406,20240305,16,20240227,직계가족병,3,2024,1,600,16
600,10,D001,직계가족복무부대지원입대병,육군,21사단,202406,202406,20240305,17,20240227,직계가족병,3,2024,2.4,601,7
601,0,D001,직계가족복무부대지원입대병,육군,28사단,202406,202406,20240305,8,20240227,직계가족병,3,2024,1,602,8
602,14,D001,직계가족복무부대지원입대병,육군,3사단,202406,202406,20240305,30,20240227,직계가족병,3,2024,1.9,603,16
603,1,D001,직계가족복무부대지원입대병,육군,12사단,202406,202406,20240305,7,20240227,직계가족병,3,2024,1.2,604,6
604,2,D001,직계가족복무부대지원입대병,육군,6사단,202406,202406,20240305,26,20240227,직계가족병,3,2024,1.1,605,24
605,-2,D001,직계가족복무부대지원입대병,육군,7사단,202406,202406,20240305,6,20240227,직계가족병,3,2024,0.8,606,8
606,-1,D001,직계가족복무부대지원입대병,육군,15사단,202406,202406,20240305,7,20240227,직계가족병,3,2024,0.9,607,8
607,20,H001,연고지복무병,육군,12사단,202406,202406,20240305,26,20240227,연고지복무병,3,2024,4.3,608,6
608,12,H001,연고지복무병,육군,21사단,202406,202406,20240305,17,20240227,연고지복무병,3,2024,3.4,609,5
609,11,H001,연고지복무병,육군,7사단,202406,202406,20240305,17,20240227,연고지복무병,3,2024,2.8,610,6
610,35,H001,연고지복무병,육군,5사단,202406,202406,20240305,51,20240227,연고지복무병,3,2024,3.2,611,16
611,31,H001,연고지복무병,육군,6사단,202406,202406,20240305,55,20240227,연고지복무병,3,2024,2.3,612,24
612,7,H001,연고지복무병,육군,15사단,202406,202406,20240305,13,20240227,연고지복무병,3,2024,2.2,613,6
613,4,H001,연고지복무병,육군,3사단,202406,202406,20240305,20,20240227,연고지복무병,3,2024,1.3,614,16
614,27,H001,연고지복무병,육군,28사단,202406,202406,20240305,39,20240227,연고지복무병,3,2024,3.3,615,12
615,10,133.107,포병측지,육군,육군훈련소,202406,202406,20240306,11,20240228,기술행정병,3,2024,11,616,1
616,91,153.101,감시장비운용,육군,육군훈련소,202406,202406,20240306,292,20240228,기술행정병,3,2024,1.5,617,201
617,31,175.103,정보체계운용/정비,육군,육군훈련소,202406,202406,20240306,59,20240228,기술행정병,3,2024,2.1,618,28
618,32,182.104,기동헬기운용,육군,육군훈련소,202406,202406,20240306,57,20240228,기술행정병,3,2024,2.3,619,25
619,-1,M161.104,야전건설(중졸),육군,육군훈련소,202406,202406,20240306,1,20240228,기술행정병,3,2024,0.5,620,2
620,55,412.105,전문약제,육군,육군훈련소,202406,202406,20240306,62,20240228,기술행정병,3,2024,8.9,621,7
621,7,134.101,현무포병,육군,육군훈련소,202406,202406,20240306,20,20240228,기술행정병,3,2024,1.5,622,13
622,93,141.106,천마운용/정비,육군,육군훈련소,202406,202406,20240306,119,20240228,기술행정병,3,2024,4.6,623,26
623,3,163.115,공병장비부대정비,육군,육군훈련소,202406,202406,20240306,4,20240228,기술행정병,3,2024,4,624,1
624,234,171.104,이동통신장비운용/정비,육군,육군훈련소,202406,202406,20240306,331,20240228,기술행정병,3,2024,3.4,625,97
625,11,223.106,특수통신장비정비,육군,육군훈련소,202406,202406,20240306,14,20240228,기술행정병,3,2024,4.7,626,3
626,288,241.100,수송운용(차량운전),육군,51사단,202406,202406,20240306,351,20240228,기술행정병,3,2024,5.6,627,63
627,223,241.100,수송운용(차량운전),육군,28사단,202406,202406,20240306,331,20240228,기술행정병,3,2024,3.1,628,108
628,13,132.102,K239포병,육군,육군훈련소,202406,202406,20240306,47,20240228,기술행정병,3,2024,1.4,629,34
629,71,151.101,군사정보,육군,육군훈련소,202406,202406,20240306,98,20240228,기술행정병,3,2024,3.6,630,27
630,34,161.104,야전건설,육군,육군훈련소,202406,202406,20240306,47,20240228,기술행정병,3,2024,3.6,631,13
631,17,163.105,정수장비운용,육군,육군훈련소,202406,202406,20240306,27,20240228,기술행정병,3,2024,2.7,632,10
632,46,211.104,화생방정찰,육군,육군훈련소,202406,202406,20240306,95,20240228,기술행정병,3,2024,1.9,633,49
633,56,231.101,편성보급,육군,육군훈련소,202406,202406,20240306,82,20240228,기술행정병,3,2024,3.2,634,26
634,11,412.102,전문치과,육군,육군훈련소,202406,202406,20240306,12,20240228,기술행정병,3,2024,12,635,1
635,3,412.103,전문임상병리,육군,육군훈련소,202406,202406,20240306,4,20240228,기술행정병,3,2024,4,636,1
636,73,121.101,K계열전차승무,육군,육군훈련소,202406,202406,20240306,214,20240228,기술행정병,3,2024,1.5,637,141
637,62,171.102,무선전송장비운용/정비,육군,육군훈련소,202406,202406,20240306,208,20240228,기술행정병,3,2024,1.4,638,146
638,30,172.102,위성운용/정비,육군,육군훈련소,202406,202406,20240306,49,20240228,기술행정병,3,2024,2.6,639,19
639,34,211.103,화생방제독,육군,육군훈련소,202406,202406,20240306,125,20240228,기술행정병,3,2024,1.4,640,91
640,1512,241.100,수송운용(차량운전),육군,육군훈련소,202406,202406,20240306,2323,20240228,기술행정병,3,2024,2.9,641,811
641,166,241.100,수송운용(차량운전),육군,5사단,202406,202406,20240306,241,20240228,기술행정병,3,2024,3.2,642,75
642,26,241.106,차륜형장갑차운전,육군,육군훈련소,202406,202406,20240306,43,20240228,기술행정병,3,2024,2.5,643,17
643,10,241.108,K-53계열차량운전,육군,육군훈련소,202406,202406,20240306,15,20240228,기술행정병,3,2024,3,644,5
644,10,412.104,전문방사선촬영,육군,육군훈련소,202406,202406,20240306,12,20240228,기술행정병,3,2024,6,645,2
645,23,131.107,K-9자주포조종,육군,육군훈련소,202406,202406,20240306,61,20240228,기술행정병,3,2024,1.6,646,38
646,150,141.105,휴대용유도무기운용/정비,육군,육군훈련소,202406,202406,20240306,169,20240228,기술행정병,3,2024,8.9,647,19
647,27,162.104,전기설비,육군,육군훈련소,202406,202406,20240306,28,20240228,기술행정병,3,2024,28,648,1
648,4,163.114,발전기운용/정비,육군,육군훈련소,202406,202406,20240306,6,20240228,기술행정병,3,2024,3,649,2
649,306,241.100,수송운용(차량운전),육군,55사단,202406,202406,20240306,364,20240228,기술행정병,3,2024,6.3,650,58
650,-1,M162.104,전기설비(중졸),육군,육군훈련소,202406,202406,20240306,0,20240228,기술행정병,3,2024,0,651,1
651,-19,M241.100,수송운용(중졸),육군,육군훈련소,202406,202406,20240306,1,20240228,기술행정병,3,2024,0.1,652,20
652,29,122.101,K계열전차부대정비,육군,육군훈련소,202406,202406,20240306,49,20240228,기술행정병,3,2024,2.5,653,20
653,158,141.104,방공작전통제,육군,육군훈련소,202406,202406,20240306,180,20240228,기술행정병,3,2024,8.2,654,22
654,32,162.102,소방장비,육군,육군훈련소,202406,202406,20240306,41,20240228,기술행정병,3,2024,4.6,655,9
655,35,163.112,로더운전,육군,육군훈련소,202406,202406,20240306,43,20240228,기술행정병,3,2024,5.4,656,8
656,53,175.101,네트워크운용/정비,육군,육군훈련소,202406,202406,20240306,115,20240228,기술행정병,3,2024,1.9,657,62
657,45,175.102,전술C4I운용/정비,육군,육군훈련소,202406,202406,20240306,80,20240228,기술행정병,3,2024,2.3,658,35
658,9,223.101,유선장비정비,육군,육군훈련소,202406,202406,20240306,16,20240228,기술행정병,3,2024,2.3,659,7
659,40,224.101,차량정비,육군,육군훈련소,202406,202406,20240306,47,20240228,기술행정병,3,2024,6.7,660,7
660,37,226.101,장비수리부속공구보급,육군,육군훈련소,202406,202406,20240306,51,20240228,기술행정병,3,2024,3.6,661,14
661,24,241.107,차량부대정비,육군,육군훈련소,202406,202406,20240306,62,20240228,기술행정병,3,2024,1.6,662,38
662,77,123.101,장갑차조종,육군,육군훈련소,202406,202406,20240306,241,20240228,기술행정병,3,2024,1.5,663,164
663,19,131.104,K-55자주포조종,육군,육군훈련소,202406,202406,20240306,61,20240228,기술행정병,3,2024,1.5,664,42
664,186,141.101,발칸운용/정비,육군,육군훈련소,202406,202406,20240306,262,20240228,기술행정병,3,2024,3.4,665,76
665,26,174.101,레이다운용/정비,육군,육군훈련소,202406,202406,20240306,46,20240228,기술행정병,3,2024,2.3,666,20
666,49,225.101,탄약관리,육군,육군훈련소,202406,202406,20240306,167,20240228,기술행정병,3,2024,1.4,667,118
667,37,231.103,지원보급,육군,육군훈련소,202406,202406,20240306,54,20240228,기술행정병,3,2024,3.2,668,17
668,133,241.100,수송운용(차량운전),육군,3사단,202406,202406,20240306,189,20240228,기술행정병,3,2024,3.4,669,56
669,125,321.101,군사경찰,육군,육군훈련소,202406,202406,20240306,207,20240228,기술행정병,3,2024,2.5,670,82
670,42,341.102,영상제작,육군,육군훈련소,202406,202406,20240306,43,20240228,기술행정병,3,2024,43,671,1
671,-6,M231.107,조리(중졸),육군,육군훈련소,202406,202406,20240306,0,20240228,기술행정병,3,2024,0,672,6
672,-5,M241.107,차량부대정비(중졸),육군,육군훈련소,202406,202406,20240306,0,20240228,기술행정병,3,2024,0,673,5
673,-15,133.103,사격지휘,육군,육군훈련소,202406,202406,20240306,85,20240228,기술행정병,3,2024,0.9,674,100
674,3,163.101,장갑전투도저운전,육군,육군훈련소,202406,202406,20240306,7,20240228,기술행정병,3,2024,1.8,675,4
675,297,171.101,전술통신장비운용/정비,육군,육군훈련소,202406,202406,20240306,564,20240228,기술행정병,3,2024,2.1,676,267
676,12,171.107,교환시설운용/정비,육군,육군훈련소,202406,202406,20240306,18,20240228,기술행정병,3,2024,3,677,6
677,52,172.101,MW운용/정비,육군,육군훈련소,202406,202406,20240306,74,20240228,기술행정병,3,2024,3.4,678,22
678,219,231.107,조리,육군,육군훈련소,202406,202406,20240306,407,20240228,기술행정병,3,2024,2.2,679,188
679,238,241.100,수송운용(차량운전),육군,6사단,202406,202406,20240306,354,20240228,기술행정병,3,2024,3.1,680,116
680,941,411.101,일반의무,육군,육군훈련소,202406,202406,20240306,1181,20240228,기술행정병,3,2024,4.9,681,240
681,24,412.101,전문간호,육군,육군훈련소,202406,202406,20240306,27,20240228,기술행정병,3,2024,9,682,3
682,31,152.101,신호정보/전자전운용,육군,육군훈련소,202406,202406,20240306,69,20240228,기술행정병,3,2024,1.8,683,38
683,-34,11.05,조리,해군,해군교육사령부,202406,202406,20240306,19,20240228,일반기술/전문기술병,3,2024,0.4,684,53
684,33,11.24,항공,해군,해군교육사령부,202406,202406,20240306,44,20240228,일반기술/전문기술병,3,2024,4,685,11
685,51,49,의무,해군,해군교육사령부,202406,202406,20240306,78,20240228,일반기술/전문기술병,3,2024,2.9,686,27
686,262,48,수송,해군,해군교육사령부,202406,202406,20240306,305,20240228,일반기술/전문기술병,3,2024,7.1,687,43
687,7,11.26,전자,해군,해군교육사령부,202406,202406,20240306,16,20240228,일반기술/전문기술병,3,2024,1.8,688,9
688,-37,11,일반,해군,해군교육사령부,202406,202406,20240306,416,20240228,일반기술/전문기술병,3,2024,0.9,689,453
689,16,46,건축/토목,해군,해군교육사령부,202406,202406,20240306,22,20240228,일반기술/전문기술병,3,2024,3.7,690,6
690,13,25,통신,해군,해군교육사령부,202406,202406,20240306,38,20240228,일반기술/전문기술병,3,2024,1.5,691,25
691,12,43.39,화생방,해군,해군교육사령부,202406,202406,20240306,22,20240228,일반기술/전문기술병,3,2024,2.2,692,10
692,5,43.44,전기,해군,해군교육사령부,202406,202406,20240306,23,20240228,일반기술/전문기술병,3,2024,1.3,693,18
693,24,11.02,전산,해군,해군교육사령부,202406,202406,20240306,31,20240228,일반기술/전문기술병,3,2024,4.4,694,7
694,-33,43,기관,해군,해군교육사령부,202406,202406,20240306,9,20240228,일반기술/전문기술병,3,2024,0.2,695,42
695,14,803,동반_군사경찰,해군,해군교육사령부,202406,202406,20240306,44,20240228,동반입대병,3,2024,1.5,696,30
696,-4,802,동반_갑판,해군,해군교육사령부,202406,202406,20240306,26,20240228,동반입대병,3,2024,0.9,697,30
697,-15,B11.05,(2함대)조리,해군,해군교육사령부,202406,202406,20240306,0,20240228,복무지역선택병,3,2024,0,698,15
698,-105,B11,(2함대)일반,해군,해군교육사령부,202406,202406,20240306,26,20240228,복무지역선택병,3,2024,0.2,699,131
699,-76,A11,(1함대)일반,해군,해군교육사령부,202406,202406,20240306,22,20240228,복무지역선택병,3,2024,0.2,700,98
700,-8,B43,(2함대)기관,해군,해군교육사령부,202406,202406,20240306,2,20240228,복무지역선택병,3,2024,0.2,701,10
701,-5,A43,(1함대)기관,해군,해군교육사령부,202406,202406,20240306,1,20240228,복무지역선택병,3,2024,0.2,702,6
702,-11,A11.05,(1함대)조리,해군,해군교육사령부,202406,202406,20240306,1,20240228,복무지역선택병,3,2024,0.1,703,12
703,27,36,군악병,해군,해군교육사령부,202406,202406,20240306,47,20240228,군악병,3,2024,2.4,704,20
704,2,36.01,문화홍보병,해군,해군교육사령부,202406,202406,20240306,4,20240228,문화홍보병,3,2024,2,705,2
705,33,54,통번역병,해군,해군교육사령부,202406,202406,20240306,36,20240228,통번역병,3,2024,12,706,3
706,-10,55.03,어학병_중국어,해군,해군교육사령부,202406,202406,20240306,0,20240228,어학병,3,2024,0,707,10
707,2,55.02,어학병_일본어,해군,해군교육사령부,202406,202406,20240306,6,20240228,어학병,3,2024,1.5,708,4
708,-5,134.101,현무포병,육군,육군훈련소,202408,202408,20240508,8,20240430,기술행정병,5,2024,0.6,709,13
709,-4,163.101,장갑전투도저운전,육군,육군훈련소,202408,202408,20240508,0,20240430,기술행정병,5,2024,0,710,4
710,125,171.104,이동통신장비운용/정비,육군,육군훈련소,202408,202408,20240508,219,20240430,기술행정병,5,2024,2.3,711,94
711,-5,174.101,레이다운용/정비,육군,육군훈련소,202408,202408,20240508,16,20240430,기술행정병,5,2024,0.8,712,21
712,6,182.104,기동헬기운용,육군,육군훈련소,202408,202408,20240508,27,20240430,기술행정병,5,2024,1.3,713,21
713,1,222.109,자주포야전정비,육군,육군훈련소,202408,202408,20240508,5,20240430,기술행정병,5,2024,1.3,714,4
714,-10,241.104,견인차량운전,육군,육군훈련소,202408,202408,20240508,15,20240430,기술행정병,5,2024,0.6,715,25
715,-34,241.106,차륜형장갑차운전,육군,육군훈련소,202408,202408,20240508,15,20240430,기술행정병,5,2024,0.3,716,49
716,-2,M161.104,야전건설(중졸),육군,육군훈련소,202408,202408,20240508,0,20240430,기술행정병,5,2024,0,717,2
717,-1,M162.104,전기설비(중졸),육군,육군훈련소,202408,202408,20240508,0,20240430,기술행정병,5,2024,0,718,1
718,4,412.103,전문임상병리,육군,육군훈련소,202408,202408,20240508,5,20240430,기술행정병,5,2024,5,719,1
719,-55,121.101,K계열전차승무,육군,육군훈련소,202408,202408,20240508,86,20240430,기술행정병,5,2024,0.6,720,141
720,-6,123.102,장갑차부대정비,육군,육군훈련소,202408,202408,20240508,18,20240430,기술행정병,5,2024,0.8,721,24
721,57,141.101,발칸운용/정비,육군,육군훈련소,202408,202408,20240508,133,20240430,기술행정병,5,2024,1.8,722,76
722,-22,231.107,조리,육군,육군훈련소,202408,202408,20240508,229,20240430,기술행정병,5,2024,0.9,723,251
723,-2,241.108,K-53계열차량운전,육군,육군훈련소,202408,202408,20240508,3,20240430,기술행정병,5,2024,0.6,724,5
724,1,241.109,구난차량운전,육군,육군훈련소,202408,202408,20240508,14,20240430,기술행정병,5,2024,1.1,725,13
725,43,321.101,군사경찰,육군,육군훈련소,202408,202408,20240508,125,20240430,기술행정병,5,2024,1.5,726,82
726,185,17.01,일반,해병,해병대교육훈련단,202407,202407,20240524,385,20240513,일반기술/전문기술병,104,2024,1.9,727,200
727,1,17.05,화학,해병,해병대교육훈련단,202407,202407,20240524,11,20240513,일반기술/전문기술병,104,2024,1.1,728,10
728,34,32.01,수송,해병,해병대교육훈련단,202407,202407,20240524,84,20240513,일반기술/전문기술병,104,2024,1.7,729,50
729,0,19.03,공병,해병,해병대교육훈련단,202407,202407,20240524,30,20240513,일반기술/전문기술병,104,2024,1,730,30
730,6,23.01,무기정비,해병,해병대교육훈련단,202407,202407,20240524,16,20240513,일반기술/전문기술병,104,2024,1.6,731,10
731,-8,11.05,조리,해군,해군교육사령부,202407,202407,20240524,12,20240513,일반기술/전문기술병,104,2024,0.6,732,20
732,60,11,일반,해군,해군교육사령부,202407,202407,20240524,190,20240513,일반기술/전문기술병,104,2024,1.5,733,130
733,-18,43,기관,해군,해군교육사령부,202407,202407,20240524,12,20240513,일반기술/전문기술병,104,2024,0.4,734,30
734,-8,802,동반_갑판,해군,해군교육사령부,202407,202407,20240524,12,20240513,동반입대병,104,2024,0.6,735,20
735,7,803,동반_군사경찰,해군,해군교육사령부,202407,202407,20240524,27,20240513,동반입대병,104,2024,1.4,736,20
736,-8,A11.05,(1함대)조리,해군,해군교육사령부,202407,202407,20240524,2,20240513,복무지역선택병,104,2024,0.2,737,10
737,-17,B11,(2함대)일반,해군,해군교육사령부,202407,202407,20240524,33,20240513,복무지역선택병,104,2024,0.7,738,50
738,-4,A43,(1함대)기관,해군,해군교육사령부,202407,202407,20240524,1,20240513,복무지역선택병,104,2024,0.2,739,5
739,-9,B43,(2함대)기관,해군,해군교육사령부,202407,202407,20240524,1,20240513,복무지역선택병,104,2024,0.1,740,10
740,-7,A11,(1함대)일반,해군,해군교육사령부,202407,202407,20240524,23,20240513,복무지역선택병,104,2024,0.8,741,30
741,-14,B11.05,(2함대)조리,해군,해군교육사령부,202407,202407,20240524,1,20240513,복무지역선택병,104,2024,0.1,742,15
742,53,E00001,국군체육특기병,육군,육군훈련소,202412,202409,20240522,117,20240516,전문특기병,49,2024,1.8,743,64
743,-16,11.26,전자,해군,해군교육사령부,202409,202409,20240604,0,20240528,일반기술/전문기술병,6,2024,0,744,16
744,-46,48,수송,해군,해군교육사령부,202409,202409,20240604,0,20240528,일반기술/전문기술병,6,2024,0,745,46
745,-97,11,일반,해군,해군교육사령부,202409,202409,20240604,0,20240528,일반기술/전문기술병,6,2024,0,746,97
746,-20,11.05,조리,해군,해군교육사령부,202409,202409,20240604,0,20240528,일반기술/전문기술병,6,2024,0,747,20
747,-34,25,통신,해군,해군교육사령부,202409,202409,20240604,0,20240528,일반기술/전문기술병,6,2024,0,748,34
748,-7,43.44,전기,해군,해군교육사령부,202409,202409,20240604,0,20240528,일반기술/전문기술병,6,2024,0,749,7
749,-13,11.24,항공,해군,해군교육사령부,202409,202409,20240604,0,20240528,일반기술/전문기술병,6,2024,0,750,13
750,-28,49,의무,해군,해군교육사령부,202409,202409,20240604,0,20240528,일반기술/전문기술병,6,2024,0,751,28
751,-6,11.02,전산,해군,해군교육사령부,202409,202409,20240604,0,20240528,일반기술/전문기술병,6,2024,0,752,6
752,-35,43,기관,해군,해군교육사령부,202409,202409,20240604,0,20240528,일반기술/전문기술병,6,2024,0,753,35
753,-10,43.39,화생방,해군,해군교육사령부,202409,202409,20240604,0,20240528,일반기술/전문기술병,6,2024,0,754,10
754,-3,46,건축/토목,해군,해군교육사령부,202409,202409,20240604,0,20240528,일반기술/전문기술병,6,2024,0,755,3
755,-10,802,동반_갑판,해군,해군교육사령부,202409,202409,20240604,0,20240528,동반입대병,6,2024,0,756,10
756,-30,803,동반_군사경찰,해군,해군교육사령부,202409,202409,20240604,0,20240528,동반입대병,6,2024,0,757,30
757,-5,A11.05,(1함대)조리,해군,해군교육사령부,202409,202409,20240604,0,20240528,복무지역선택병,6,2024,0,758,5
758,-40,B11,(2함대)일반,해군,해군교육사령부,202409,202409,20240604,0,20240528,복무지역선택병,6,2024,0,759,40
759,-30,A11,(1함대)일반,해군,해군교육사령부,202409,202409,20240604,0,20240528,복무지역선택병,6,2024,0,760,30
760,-5,B11.05,(2함대)조리,해군,해군교육사령부,202409,202409,20240604,0,20240528,복무지역선택병,6,2024,0,761,5
761,-5,A43,(1함대)기관,해군,해군교육사령부,202409,202409,20240604,0,20240528,복무지역선택병,6,2024,0,762,5
762,-9,B43,(2함대)기관,해군,해군교육사령부,202409,202409,20240604,0,20240528,복무지역선택병,6,2024,0,763,9
763,-13,36,군악병,해군,해군교육사령부,202409,202409,20240604,0,20240528,군악병,6,2024,0,764,13
764,-2,36.01,문화홍보병,해군,해군교육사령부,202409,202409,20240604,0,20240528,문화홍보병,6,2024,0,765,2
765,-2,55.02,어학병_일본어,해군,해군교육사령부,202409,202409,20240604,0,20240528,어학병,6,2024,0,766,2
766,-5,55.01,어학병_영어,해군,해군교육사령부,202409,202409,20240604,0,20240528,어학병,6,2024,0,767,5
767,-8,55.03,어학병_중국어,해군,해군교육사령부,202409,202409,20240604,0,20240528,어학병,6,2024,0,768,8
