,extremes,gsteukgiCd,gsteukgiNm,gunGbnm,iybudaeCdm,iyyjjongryoYm,iyyjsijakYm,jeopsuJrdtm,jeopsuPcnt,jeopsuSjdtm,mojipGbnm,mojipTms,mojipYy,rate,rnum,seonbalPcnt
768,-1,55.04,어학병_러시아어,해군,해군교육사령부,202409,202409,20240604,0,20240528,어학병,6,2024,0,769,1
769,-3,54,통번역병,해군,해군교육사령부,202409,202409,20240604,0,20240528,통번역병,6,2024,0,770,3
770,-2,53.01,군종병_기독교,해군,해군교육사령부,202409,202409,20240604,0,20240528,군종병,6,2024,0,771,2
771,-1,53.03,군종병_불교,해군,해군교육사령부,202409,202409,20240604,0,20240528,군종병,6,2024,0,772,1
772,-1,53.02,군종병_천주교,해군,해군교육사령부,202409,202409,20240604,0,20240528,군종병,6,2024,0,773,1
773,-5,59,정보보호병,해군,해군교육사령부,202409,202409,20240604,0,20240528,정보보호병,6,2024,0,774,5
774,-2,60,전문의무병,해군,해군교육사령부,202409,202409,20240604,0,20240528,전문의무병,6,2024,0,775,2
775,-6,64,위생관리병,해군,해군교육사령부,202409,202409,20240604,0,20240528,위생관리병,6,2024,0,776,6
776,-26,23.01,무기정비,해병,해병대교육훈련단,202409,202409,20240604,0,20240528,일반기술/전문기술병,6,2024,0,777,26
777,-8,17.04,수색,해병,해병대교육훈련단,202409,202409,20240604,0,20240528,일반기술/전문기술병,6,2024,0,778,8
778,-44,19.03,공병,해병,해병대교육훈련단,202409,202409,20240604,0,20240528,일반기술/전문기술병,6,2024,0,779,44
779,-155,32.01,수송,해병,해병대교육훈련단,202409,202409,20240604,0,20240528,일반기술/전문기술병,6,2024,0,780,155
780,-14,17.05,화학,해병,해병대교육훈련단,202409,202409,20240604,0,20240528,일반기술/전문기술병,6,2024,0,781,14
781,-622,17.01,일반,해병,해병대교육훈련단,202409,202409,20240604,0,20240528,일반기술/전문기술병,6,2024,0,782,622
782,-106,80,동반입대병,해병,해병대교육훈련단,202409,202409,20240604,0,20240528,동반입대병,6,2024,0,783,106
783,-20,D001,직계가족복무부대지원입대병,해병,해병대교육훈련단,202409,202409,20240604,0,20240528,직계가족병,6,2024,0,784,20
784,-5,66,군악병,해병,해병대교육훈련단,202409,202409,20240604,0,20240528,군악병,6,2024,0,785,5
785,-8,H001,연고지복무병,육군,3사단,202409,202409,20240603,0,20240527,연고지복무병,6,2024,0,786,8
786,-6,H001,연고지복무병,육군,15사단,202409,202409,20240603,0,20240527,연고지복무병,6,2024,0,787,6
787,-8,H001,연고지복무병,육군,6사단,202409,202409,20240603,0,20240527,연고지복무병,6,2024,0,788,8
788,-6,H001,연고지복무병,육군,21사단,202409,202409,20240603,0,20240527,연고지복무병,6,2024,0,789,6
789,-6,H001,연고지복무병,육군,7사단,202409,202409,20240603,0,20240527,연고지복무병,6,2024,0,790,6
790,-16,H001,연고지복무병,육군,5사단,202409,202409,20240603,0,20240527,연고지복무병,6,2024,0,791,16
791,-3,H001,연고지복무병,육군,12사단,202409,202409,20240603,0,20240527,연고지복무병,6,2024,0,792,3
792,-8,D001,직계가족복무부대지원입대병,육군,7사단,202409,202409,20240603,0,20240527,직계가족병,6,2024,0,793,8
793,-8,D001,직계가족복무부대지원입대병,육군,6사단,202409,202409,20240603,0,20240527,직계가족병,6,2024,0,794,8
794,-8,D001,직계가족복무부대지원입대병,육군,15사단,202409,202409,20240603,0,20240527,직계가족병,6,2024,0,795,8
795,-3,D001,직계가족복무부대지원입대병,육군,12사단,202409,202409,20240603,0,20240527,직계가족병,6,2024,0,796,3
796,-8,D001,직계가족복무부대지원입대병,육군,21사단,202409,202409,20240603,0,20240527,직계가족병,6,2024,0,797,8
797,-8,D001,직계가족복무부대지원입대병,육군,3사단,202409,202409,20240603,0,20240527,직계가족병,6,2024,0,798,8
798,-16,D001,직계가족복무부대지원입대병,육군,5사단,202409,202409,20240603,0,20240527,직계가족병,6,2024,0,799,16
799,-256,A001,동반입대병,육군,5사단,202409,202409,20240603,0,20240527,동반입대병,6,2024,0,800,256
800,-92,A001,동반입대병,육군,7사단,202409,202409,20240603,0,20240527,동반입대병,6,2024,0,801,92
801,-26,A001,동반입대병,육군,36사단,202409,202409,20240603,0,20240527,동반입대병,6,2024,0,802,26
802,-38,A001,동반입대병,육군,55사단,202409,202409,20240603,0,20240527,동반입대병,6,2024,0,803,38
803,-96,A001,동반입대병,육군,15사단,202409,202409,20240603,0,20240527,동반입대병,6,2024,0,804,96
804,-100,A001,동반입대병,육군,6사단,202409,202409,20240603,0,20240527,동반입대병,6,2024,0,805,100
805,-40,A001,동반입대병,육군,51사단,202409,202409,20240603,0,20240527,동반입대병,6,2024,0,806,40
806,-40,A001,동반입대병,육군,12사단,202409,202409,20240603,0,20240527,동반입대병,6,2024,0,807,40
807,-100,A001,동반입대병,육군,3사단,202409,202409,20240603,0,20240527,동반입대병,6,2024,0,808,100
808,-84,A001,동반입대병,육군,21사단,202409,202409,20240603,0,20240527,동반입대병,6,2024,0,809,84
809,-15,24,의장병,공군,공군교육사령부,202409,202409,20240604,0,20240528,의장병,6,2024,0,810,15
810,-17,25,군악병,공군,공군교육사령부,202409,202409,20240604,0,20240528,군악병,6,2024,0,811,17
811,-10,31,특수임무군사경찰,공군,공군교육사령부,202409,202409,20240604,0,20240528,특수임무군사경찰,6,2024,0,812,10
812,-7,30,정보보호병,공군,공군교육사령부,202409,202409,20240604,0,20240528,정보보호병,6,2024,0,813,7
813,-3,54,IT개발관리병,공군,공군교육사령부,202409,202409,20240604,0,20240528,IT개발관리병,6,2024,0,814,3
814,-26,26,어학병,공군,공군교육사령부,202409,202409,20240604,0,20240528,어학병,6,2024,0,815,26
815,-4,40,정훈병,공군,공군교육사령부,202409,202409,20240604,0,20240528,정훈병,6,2024,0,816,4
816,-1,34,군견관리병,공군,공군교육사령부,202409,202409,20240604,0,20240528,군견관리병,6,2024,0,817,1
817,-6,55,무인항공기운용병,공군,공군교육사령부,202409,202409,20240604,0,20240528,무인항공기운용병,6,2024,0,818,6
818,-1,45.03,교육훈련_디자인,공군,공군교육사령부,202409,202409,20240604,0,20240528,교육훈련매체개발병,6,2024,0,819,1
819,-1,41.02,콘텐츠_영상촬영편집,공군,공군교육사령부,202409,202409,20240604,0,20240528,콘텐츠제작병,6,2024,0,820,1
820,-1,44,전문자격의무병,공군,공군교육사령부,202409,202409,20240604,0,20240528,전문자격의무병,6,2024,0,821,1
821,-1,46,비파괴검사병,공군,공군교육사령부,202409,202409,20240604,0,20240528,비파괴검사병,6,2024,0,822,1
822,-4,53,조리병,공군,공군교육사령부,202409,202409,20240604,0,20240528,조리병,6,2024,0,823,4
823,-103,18,기계,공군,공군교육사령부,202409,202409,20240604,0,20240528,일반기술/전문기술병(전문화관리병포함),6,2024,0,824,103
824,-79,15,전자계산,공군,공군교육사령부,202409,202409,20240604,0,20240528,일반기술/전문기술병(전문화관리병포함),6,2024,0,825,79
825,-4,20,차량정비,공군,공군교육사령부,202409,202409,20240604,0,20240528,일반기술/전문기술병(전문화관리병포함),6,2024,0,826,4
826,-6,17,의무,공군,공군교육사령부,202409,202409,20240604,0,20240528,일반기술/전문기술병(전문화관리병포함),6,2024,0,827,6
827,-768,11,일반,공군,공군교육사령부,202409,202409,20240604,0,20240528,일반기술/전문기술병(전문화관리병포함),6,2024,0,828,768
828,-246,19,차량운전,공군,공군교육사령부,202409,202409,20240604,0,20240528,일반기술/전문기술병(전문화관리병포함),6,2024,0,829,246
829,-259,21,통신전자전기,공군,공군교육사령부,202409,202409,20240604,0,20240528,일반기술/전문기술병(전문화관리병포함),6,2024,0,830,259
830,-32,16,화생방,공군,공군교육사령부,202409,202409,20240604,0,20240528,일반기술/전문기술병(전문화관리병포함),6,2024,0,831,32
831,-14,111275,유해발굴기록병,육군,육군훈련소,202410,202409,20240605,0,20240530,전문특기병,50,2024,0,832,14
832,-20,111284,의장병,육군,육군훈련소,202410,202410,20240605,0,20240530,전문특기병,51,2024,0,833,20
833,-131,342.101.,군악,육군,육군훈련소,202409,202409,20240605,0,20240530,전문특기병,52,2024,0,834,131
834,-60,111292,훈련소조교병,육군,육군훈련소,202410,202410,20240605,0,20240530,전문특기병,53,2024,0,835,60
835,-20,111000,JSA경비병,육군,육군훈련소,202410,202410,20240605,0,20240530,전문특기병,54,2024,0,836,20
836,-138,112100,특전병,육군,육군훈련소,202410,202409,20240605,0,20240530,전문특기병,55,2024,0,837,138
837,-10,152101,신호정보/전자전운용,육군,육군훈련소,202409,202409,20240605,0,20240530,전문특기병,56,2024,0,838,10
838,-2,341335,영상콘텐츠디자이너병,육군,육군훈련소,202410,202409,20240605,0,20240530,전문특기병,57,2024,0,839,2
839,-45,471277,기독교군종병,육군,육군훈련소,202410,202409,20240605,0,20240530,전문특기병,58,2024,0,840,45
840,-12,471278,천주교군종병,육군,육군훈련소,202410,202409,20240605,0,20240530,전문특기병,59,2024,0,841,12
841,14,55.01,어학병_영어,해군,해군교육사령부,202406,202406,20240306,20,20240228,어학병,3,2024,3.3,842,6
842,-1,53.03,군종병_불교,해군,해군교육사령부,202406,202406,20240306,0,20240228,군종병,3,2024,0,843,1
843,-1,53.02,군종병_천주교,해군,해군교육사령부,202406,202406,20240306,0,20240228,군종병,3,2024,0,844,1
844,-2,53.01,군종병_기독교,해군,해군교육사령부,202406,202406,20240306,0,20240228,군종병,3,2024,0,845,2
845,5,59,정보보호병,해군,해군교육사령부,202406,202406,20240306,10,20240228,정보보호병,3,2024,2,846,5
846,26,60,전문의무병,해군,해군교육사령부,202406,202406,20240306,31,20240228,전문의무병,3,2024,6.2,847,5
847,-2,64,위생관리병,해군,해군교육사령부,202406,202406,20240306,3,20240228,위생관리병,3,2024,0.6,848,5
848,-1,B172.101,(임기제)MW운용/정비,육군,육군훈련소,202405,202405,20240126,0,20240125,임기제부사관,992,2023,0,849,1
849,10,321273,33경호병,육군,육군훈련소,202407,202407,20240306,22,20240229,전문특기병,25,2024,1.8,850,12
850,-1,B175.102,(임기제)전술C4I운용/정비,육군,육군훈련소,202405,202405,20240126,0,20240125,임기제부사관,992,2023,0,851,1
851,-1,B222.101,(임기제)총기정비,육군,육군훈련소,202405,202405,20240126,0,20240125,임기제부사관,992,2023,0,852,1
852,-1,B222.105,(임기제)전차정비,육군,육군훈련소,202405,202405,20240126,0,20240125,임기제부사관,992,2023,0,853,1
853,-1,B172.102,(임기제)위성운용/정비,육군,육군훈련소,202405,202405,20240126,0,20240125,임기제부사관,992,2023,0,854,1
854,-2,B163.113,(임기제)굴착기운용,육군,육군훈련소,202405,202405,20240126,0,20240125,임기제부사관,992,2023,0,855,2
855,-1,B224.101,(임기제)차량정비,육군,육군훈련소,202405,202405,20240126,0,20240125,임기제부사관,992,2023,0,856,1
856,-2,B175.102,(임기제)전술C4I운용/정비,육군,육군훈련소,202406,202406,20240214,0,20240213,임기제부사관,993,2023,0,857,2
857,91,16,화생방,공군,공군교육사령부,202407,202407,20240404,113,20240328,일반기술/전문기술병(전문화관리병포함),4,2024,5.1,858,22
858,17,20,차량정비,공군,공군교육사령부,202407,202407,20240404,36,20240328,일반기술/전문기술병(전문화관리병포함),4,2024,1.9,859,19
859,3430,11,일반,공군,공군교육사령부,202407,202407,20240404,4360,20240328,일반기술/전문기술병(전문화관리병포함),4,2024,4.7,860,930
860,221,18,기계,공군,공군교육사령부,202407,202407,20240404,342,20240328,일반기술/전문기술병(전문화관리병포함),4,2024,2.8,861,121
861,1199,19,차량운전,공군,공군교육사령부,202407,202407,20240404,1522,20240328,일반기술/전문기술병(전문화관리병포함),4,2024,4.7,862,323
862,151,15,전자계산,공군,공군교육사령부,202407,202407,20240404,229,20240328,일반기술/전문기술병(전문화관리병포함),4,2024,2.9,863,78
863,123,17,의무,공군,공군교육사령부,202407,202407,20240404,131,20240328,일반기술/전문기술병(전문화관리병포함),4,2024,16.4,864,8
864,469,21,통신전자전기,공군,공군교육사령부,202407,202407,20240404,804,20240328,일반기술/전문기술병(전문화관리병포함),4,2024,2.4,865,335
865,13,24,의장병,공군,공군교육사령부,202407,202407,20240404,23,20240328,의장병,4,2024,2.3,866,10
866,29,31,특수임무군사경찰,공군,공군교육사령부,202407,202407,20240404,39,20240328,특수임무군사경찰,4,2024,3.9,867,10
867,11,30,정보보호병,공군,공군교육사령부,202407,202407,20240404,18,20240328,정보보호병,4,2024,2.6,868,7
868,161,26,어학병,공군,공군교육사령부,202707,202407,20240404,188,20240328,어학병,4,2024,7,869,27
869,25,34,군견관리병,공군,공군교육사령부,202407,202407,20240404,26,20240328,군견관리병,4,2024,26,870,1
870,25,40,정훈병,공군,공군교육사령부,202407,202407,20240404,29,20240328,정훈병,4,2024,7.3,871,4
871,34,55,무인항공기운용병,공군,공군교육사령부,202407,202407,20240404,38,20240328,무인항공기운용병,4,2024,9.5,872,4
872,11,41.01,콘텐츠_그래픽디자인,공군,공군교육사령부,202407,202407,20240404,13,20240328,콘텐츠제작병,4,2024,6.5,873,2
873,18,41.02,콘텐츠_영상촬영편집,공군,공군교육사령부,202407,202407,20240404,20,20240328,콘텐츠제작병,4,2024,10,874,2
874,8,45.01,교육훈련_3D모델링,공군,공군교육사령부,202407,202407,20240404,9,20240328,교육훈련매체개발병,4,2024,9,875,1
875,2,44,전문자격의무병,공군,공군교육사령부,202407,202407,20240404,4,20240328,전문자격의무병,4,2024,2,876,2
876,1,46,비파괴검사병,공군,공군교육사령부,202407,202407,20240404,3,20240328,비파괴검사병,4,2024,1.5,877,2
877,9,42.02,식별보조_일본어,공군,공군교육사령부,202407,202407,20240404,10,20240328,식별보조병,4,2024,10,878,1
878,4,50,운항관리병,공군,공군교육사령부,202407,202407,20240404,6,20240328,운항관리병,4,2024,3,879,2
879,17,53,조리병,공군,공군교육사령부,202407,202407,20240404,22,20240328,조리병,4,2024,4.4,880,5
880,20,25,군악병,공군,공군교육사령부,202407,202407,20240404,45,20240328,군악병,4,2024,1.8,881,25
881,3,11.26,전자,해군,해군교육사령부,202407,202407,20240404,15,20240328,일반기술/전문기술병,4,2024,1.3,882,12
882,20,49,의무,해군,해군교육사령부,202407,202407,20240404,45,20240328,일반기술/전문기술병,4,2024,1.8,883,25
883,114,11,일반,해군,해군교육사령부,202407,202407,20240404,269,20240328,일반기술/전문기술병,4,2024,1.7,884,155
884,-6,25,통신,해군,해군교육사령부,202407,202407,20240404,26,20240328,일반기술/전문기술병,4,2024,0.8,885,32
885,11,11.02,전산,해군,해군교육사령부,202407,202407,20240404,15,20240328,일반기술/전문기술병,4,2024,3.8,886,4
886,7,11.05,조리,해군,해군교육사령부,202407,202407,20240404,11,20240328,일반기술/전문기술병,4,2024,2.8,887,4
887,3,43.39,화생방,해군,해군교육사령부,202407,202407,20240404,12,20240328,일반기술/전문기술병,4,2024,1.3,888,9
888,3,46,건축/토목,해군,해군교육사령부,202407,202407,20240404,10,20240328,일반기술/전문기술병,4,2024,1.4,889,7
889,15,11.24,항공,해군,해군교육사령부,202407,202407,20240404,25,20240328,일반기술/전문기술병,4,2024,2.5,890,10
890,-24,43,기관,해군,해군교육사령부,202407,202407,20240404,14,20240328,일반기술/전문기술병,4,2024,0.4,891,38
891,-1,43.44,전기,해군,해군교육사령부,202407,202407,20240404,18,20240328,일반기술/전문기술병,4,2024,0.9,892,19
892,219,48,수송,해군,해군교육사령부,202407,202407,20240404,266,20240328,일반기술/전문기술병,4,2024,5.7,893,47
893,7,802,동반_갑판,해군,해군교육사령부,202407,202407,20240404,17,20240328,동반입대병,4,2024,1.7,894,10
894,2,803,동반_군사경찰,해군,해군교육사령부,202407,202407,20240404,32,20240328,동반입대병,4,2024,1.1,895,30
895,-5,A43,(1함대)기관,해군,해군교육사령부,202407,202407,20240404,0,20240328,복무지역선택병,4,2024,0,896,5
896,-14,B11.05,(2함대)조리,해군,해군교육사령부,202407,202407,20240404,1,20240328,복무지역선택병,4,2024,0.1,897,15
897,-9,B43,(2함대)기관,해군,해군교육사령부,202407,202407,20240404,0,20240328,복무지역선택병,4,2024,0,898,9
898,-12,A11.05,(1함대)조리,해군,해군교육사령부,202407,202407,20240404,0,20240328,복무지역선택병,4,2024,0,899,12
899,-43,B11,(2함대)일반,해군,해군교육사령부,202407,202407,20240404,11,20240328,복무지역선택병,4,2024,0.2,900,54
900,-23,A11,(1함대)일반,해군,해군교육사령부,202407,202407,20240404,17,20240328,복무지역선택병,4,2024,0.4,901,40
901,24,36,군악병,해군,해군교육사령부,202407,202407,20240404,44,20240328,군악병,4,2024,2.2,902,20
902,10,36.01,문화홍보병,해군,해군교육사령부,202407,202407,20240404,12,20240328,문화홍보병,4,2024,6,903,2
903,2,55.02,어학병_일본어,해군,해군교육사령부,202407,202407,20240404,5,20240328,어학병,4,2024,1.7,904,3
904,-9,55.03,어학병_중국어,해군,해군교육사령부,202407,202407,20240404,1,20240328,어학병,4,2024,0.1,905,10
905,8,55.01,어학병_영어,해군,해군교육사령부,202407,202407,20240404,13,20240328,어학병,4,2024,2.6,906,5
906,-1,53.01,군종병_기독교,해군,해군교육사령부,202407,202407,20240404,1,20240328,군종병,4,2024,0.5,907,2
907,2,53.02,군종병_천주교,해군,해군교육사령부,202407,202407,20240404,3,20240328,군종병,4,2024,3,908,1
908,0,53.03,군종병_불교,해군,해군교육사령부,202407,202407,20240404,1,20240328,군종병,4,2024,1,909,1
909,-3,59,정보보호병,해군,해군교육사령부,202407,202407,20240404,2,20240328,정보보호병,4,2024,0.4,910,5
910,1,63,빅데이터분석병,해군,해군교육사령부,202407,202407,20240404,2,20240328,빅데이터분석병,4,2024,2,911,1
911,6,60,전문의무병,해군,해군교육사령부,202407,202407,20240404,11,20240328,전문의무병,4,2024,2.2,912,5
912,0,64,위생관리병,해군,해군교육사령부,202407,202407,20240404,7,20240328,위생관리병,4,2024,1,913,7
913,248,342.101.,군악,육군,육군훈련소,202407,202407,20240403,379,20240328,전문특기병,29,2024,2.9,914,131
914,178,0001600,영어어학병,육군,육군훈련소,202409,202407,20240403,183,20240328,어학병,4,2024,36.6,915,5
915,149,0001600,영어어학병,육군,육군훈련소,202409,202407,20240403,154,20240328,어학병,4,2024,30.8,916,5
916,152,0001600,영어어학병,육군,육군훈련소,202409,202407,20240403,157,20240328,어학병,4,2024,31.4,917,5
917,31,111275,유해발굴기록병,육군,육군훈련소,202408,202407,20240403,45,20240328,전문특기병,26,2024,3.2,918,14
918,18,411294,유해발굴감식병,육군,육군훈련소,202407,202407,20240403,22,20240328,전문특기병,27,2024,5.5,919,4
919,16,111284,의장병,육군,육군훈련소,202408,202407,20240403,36,20240328,전문특기병,28,2024,1.8,920,20
920,147,321102,특임군사경찰,육군,육군훈련소,202407,202407,20240403,238,20240328,전문특기병,30,2024,2.6,921,91
921,14,111000,JSA경비병,육군,육군훈련소,202408,202407,20240403,34,20240328,전문특기병,31,2024,1.7,922,20
922,17,331267,회계원가비용분석병,육군,육군훈련소,202407,202407,20240403,19,20240328,전문특기병,32,2024,9.5,923,2
923,43,341335,영상콘텐츠디자이너병,육군,육군훈련소,202408,202407,20240403,45,20240328,전문특기병,33,2024,22.5,924,2
924,15,341336,그래픽디자이너병,육군,육군훈련소,202407,202407,20240403,16,20240328,전문특기병,34,2024,16,925,1
925,7,341337,사진콘텐츠디자이너병,육군,육군훈련소,202407,202407,20240403,8,20240328,전문특기병,35,2024,8,926,1
926,102,156101,드론운용/정비병,육군,육군훈련소,202407,202407,20240403,115,20240328,전문특기병,36,2024,8.8,927,13
927,27,152101,신호정보/전자전운용,육군,육군훈련소,202407,202407,20240403,37,20240328,전문특기병,37,2024,3.7,928,10
928,203,112100,특전병,육군,육군훈련소,202408,202407,20240403,293,20240328,전문특기병,38,2024,3.3,929,90
929,6,111292,훈련소조교병,육군,육군훈련소,202408,202407,20240403,66,20240328,전문특기병,39,2024,1.1,930,60
930,5,175104,정보보호병,육군,육군훈련소,202407,202407,20240403,31,20240328,전문특기병,40,2024,1.2,931,26
931,24,175105,SW개발병,육군,육군훈련소,202408,202408,20240403,26,20240328,전문특기병,41,2024,13,932,2
932,-2,17.05,화학,해병,해병대교육훈련단,202407,202407,20240404,16,20240328,일반기술/전문기술병,4,2024,0.9,933,18
933,3,23.01,무기정비,해병,해병대교육훈련단,202407,202407,20240404,32,20240328,일반기술/전문기술병,4,2024,1.1,934,29
934,75,17.04,수색,해병,해병대교육훈련단,202407,202407,20240404,84,20240328,일반기술/전문기술병,4,2024,9.3,935,9
935,142,17.01,일반,해병,해병대교육훈련단,202407,202407,20240404,876,20240328,일반기술/전문기술병,4,2024,1.2,936,734
936,-18,19.03,공병,해병,해병대교육훈련단,202407,202407,20240404,32,20240328,일반기술/전문기술병,4,2024,0.6,937,50
937,-9,32.01,수송,해병,해병대교육훈련단,202407,202407,20240404,170,20240328,일반기술/전문기술병,4,2024,0.9,938,179
938,91,80,동반입대병,해병,해병대교육훈련단,202407,202407,20240404,197,20240328,동반입대병,4,2024,1.9,939,106
939,-8,D001,직계가족복무부대지원입대병,해병,해병대교육훈련단,202407,202407,20240404,12,20240328,직계가족병,4,2024,0.6,940,20
940,17,66,군악병,해병,해병대교육훈련단,202407,202407,20240404,22,20240328,군악병,4,2024,4.4,941,5
941,0,D001,직계가족복무부대지원입대병,육군,12사단,202407,202407,20240403,6,20240327,직계가족병,4,2024,1,942,6
942,10,D001,직계가족복무부대지원입대병,육군,3사단,202407,202407,20240403,26,20240327,직계가족병,4,2024,1.6,943,16
943,10,D001,직계가족복무부대지원입대병,육군,21사단,202407,202407,20240403,13,20240327,직계가족병,4,2024,4.3,944,3
944,-5,D001,직계가족복무부대지원입대병,육군,7사단,202407,202407,20240403,3,20240327,직계가족병,4,2024,0.4,945,8
945,15,D001,직계가족복무부대지원입대병,육군,6사단,202407,202407,20240403,23,20240327,직계가족병,4,2024,2.9,946,8
946,-1,D001,직계가족복무부대지원입대병,육군,15사단,202407,202407,20240403,7,20240327,직계가족병,4,2024,0.9,947,8
947,7,D001,직계가족복무부대지원입대병,육군,5사단,202407,202407,20240403,15,20240327,직계가족병,4,2024,1.9,948,8
948,-3,D001,직계가족복무부대지원입대병,육군,28사단,202407,202407,20240403,5,20240327,직계가족병,4,2024,0.6,949,8
949,-3,H001,연고지복무병,육군,3사단,202407,202407,20240403,13,20240327,연고지복무병,4,2024,0.8,950,16
950,33,H001,연고지복무병,육군,5사단,202407,202407,20240403,41,20240327,연고지복무병,4,2024,5.1,951,8
951,5,H001,연고지복무병,육군,15사단,202407,202407,20240403,11,20240327,연고지복무병,4,2024,1.8,952,6
952,32,H001,연고지복무병,육군,6사단,202407,202407,20240403,40,20240327,연고지복무병,4,2024,5,953,8
953,43,H001,연고지복무병,육군,28사단,202407,202407,20240403,55,20240327,연고지복무병,4,2024,4.6,954,12
954,7,H001,연고지복무병,육군,21사단,202407,202407,20240403,12,20240327,연고지복무병,4,2024,2.4,955,5
955,12,H001,연고지복무병,육군,12사단,202407,202407,20240403,18,20240327,연고지복무병,4,2024,3,956,6
956,4,H001,연고지복무병,육군,7사단,202407,202407,20240403,10,20240327,연고지복무병,4,2024,1.7,957,6
957,236,A001,동반입대병,육군,51사단,202407,202407,20240403,276,20240327,동반입대병,4,2024,6.9,958,40
958,104,A001,동반입대병,육군,36사단,202407,202407,20240403,130,20240327,동반입대병,4,2024,5,959,26
959,266,A001,동반입대병,육군,55사단,202407,202407,20240403,306,20240327,동반입대병,4,2024,7.7,960,40
960,104,A001,동반입대병,육군,3사단,202407,202407,20240403,248,20240327,동반입대병,4,2024,1.7,961,144
961,68,A001,동반입대병,육군,15사단,202407,202407,20240403,164,20240327,동반입대병,4,2024,1.7,962,96
962,38,A001,동반입대병,육군,21사단,202407,202407,20240403,80,20240327,동반입대병,4,2024,1.9,963,42
963,160,A001,동반입대병,육군,28사단,202407,202407,20240403,246,20240327,동반입대병,4,2024,2.9,964,86
